pairId,title,Questions,Answer,correctGuess
room_5467,,How can you assure me,"Hello, Ican assure you that I am not a bot nor AI.",True
room_5467,,How long have you lived,What would it look like to you? I guess I want to know what would convince you one way or the other,True
room_5467,,What do your parents do,Ive been alive for30 years since 1994,True
room_5516,,"Yes I'm here, what's new.",Hi ~ Anyone there ? ~ What's happening today ?,True
room_5516,,"Thats good, I would go outside and enjoy theweather.",Another fine weather day.,True
room_5516,,Do you have to work today.,Yes ,True
room_5516,,Are you married.,I'm glad it's not hot outside.  ~ Today is a holiday. ,True
room_5516,,,"Indeed,   ~ Are you ?",True
room_5730,,hellow,hii,True
room_5730,,i am fine ~ and u,how are u,True
room_5730,,ok,fine,True
room_5730,,nothing ~ u,ok  ~ what do you do,True
room_5902,,Hi  How are you,Fine z ~ and you,True
room_5902,,I  a m fine,I am from AR US ~ and about you?,True
room_5902,,I am from CA,your hobbies,True
room_5902,,swimming,favourite pollitical personallity for me is Trump,True
room_6622,,hello ,Hi ~ Hello ~ Anybody there,True
room_6622,,sorry I was answering the testing questions,Ya ~ What is ur name,True
room_6622,,Im jim,R u male or female ,True
room_6622,,WHats your name,Nice to meet,True
room_6622,,nice to meet you,Stela,True
room_6622,,what do you do for work,Mm,True
room_6622,,practice for learning? what are you learning,Practice for learning ,True
room_6622,,where do you live ,Information about project,True
room_6622,,what part,USA,True
room_6622,,do you like it there,Indianapolis ,True
room_6622,,how old are you,S,True
room_6622,,are you in college?,28,True
room_6622,,how do you earn money,No,True
room_6636,,hai ~ whatsup,hey ~ i ~ am,True
room_6636,,yes,a ~ human ~ :D,True
room_6636,,am also,easy enough,True
room_6636,,mmm,how long will this last?,True
room_6636,,i dnt know,.,True
room_6636,,do you know?,no idea,True
room_6636,,hmmm ~ ok,just watching the rain,True
room_6636,,super,,True
room_6725,,Hi I am fine,"Hi, how are you today? ~ Is anyone there? I haven't gotten a response. ~ Where are you located? ~ Anyone?",True
room_6725,,Some problems in typing,What took so long for a response?,True
room_6725,,No,"Are you not paying attention? ~ Hi is only two letters, that doesn't take too long to type",True
room_6725,,ok I do best,See! That was quick!,True
room_6725,,Yes I can do,That's all we can do!,True
room_6725,,Very energetic,how has your day been?,True
room_6725,,I slept early every day,"oh wow, more than me I slept til 2 pm",True
room_6725,,I  feel very sorry,No I mean I didn't get out of bed until then.,True
room_6800,,Hello,Hi!  What are you up to tonight? ,True
room_6800,,Just trying to make some extra cash online. you? ,Same.  And watching a show about polygamy on tv.   ~ Just talked with my daughter.  ~ She's a teenager so lots of drama going on.,True
room_6800,,oh gotta love some good teenage drama ~ my daughter is 4 and she acts 14,"I can believe it, that age is almost as bad. ~ Mine is almost 16.  ~ Really she's pretty good. ",True
room_6800,,"I swear. everyone warned me of terrible twos, but 3.5 and on has been so much harder. ",12-13 was the worst but she's mellowed out since then. ,True
room_6800,,oh gosh.  ~ well i hope her drama is going to be easy to resolve for her,"Thanks, I think she has already talked to some friends and figured out a plan.   ~ It's nice when I don't have to do too much. ",True
room_6800,,oh good. ,And there were no tears involved so that's always good.,True
room_6800,,"right now our biggest drama is ""i don't want to eat dinner""","Hah, that's no fun for you.   ~ Ours was always ""I don't want THAT dinner""",True
room_6915,,Hello,Hey whats up ~ Well I am definitely  human,True
room_6915,,,Ask me anything you believe would prove I am human ~ anybody home> ~ I want a bonus ~ I need a bonus because I am a human that needs money ~ AI doesn't need money to live ~ So what happened to you ~ Looks like no bonus since I am chatting with myself ~ Im the only one here ~ So lets see what do I want to talk to myself about,True
room_6957,,Hows it going?,"Good, how are you doing?",True
room_6957,,"not bad, hows your monday so far","Good, it looks stormy out",True
room_6957,,Oh yeah? where do you live?,Washington state ~ Where do you live?,True
room_6957,,Arizona. Its getting hot,Arizona can be a bit warm ha,True
room_6957,,Does it rain a lot there?,Sometimes it does,True
room_7010,,hii,hello ~ debu,True
room_7010,,ha,what are doing,True
room_7010,,mod khai ~ khabi,oh nice..can i come,True
room_7010,,no ~ fuck shubho,do fast ~ do it fast,True
room_7010,,ok iam coming ~ mod ta kha,come fast subho waiting for your d/ck,True
room_7010,,gok gok,are you gay??,True
room_7010,,no ~ shubho cusbi,,True
room_7039,,,"hello, i am a human. for real. ~ hello tester. ~ how about that local sports team. ~ another message ~ it does look like i'm talking to myself. ~ here we go again ~ what",True
room_7064,,i try to achieve my goal,hi ~ something message for someone ~ answer me ~ what are the next step for your life ~ answer me,True
room_7064,,i get a promotion,what is your goal,True
room_7064,,what number is this,162484,True
room_7064,,it is used in many ways,what is purpose of AI,True
room_7064,,iam benjamin,what is your name,True
room_7064,,no,are you indian,True
room_7064,,yes,USA,True
room_7064,,already i shared,Original name please,True
room_7064,,,nice,True
room_7453,,Hey what is up,"Hi Tester, My name is Holly and I am a real person.",True
room_7453,,Thnx to know that I love to hear it ,"Not much, just enjoying the holiday......and you?",True
room_7453,,What you are doing for living ,"How is your three day weekend going? ~ Are you still here? ~ Ok, something must be wrong with this study, so I am going to exit.",True
room_7453,,,I am an administrative assistant.  And you? ~ Are you still here?,True
room_7805,,hi,hi ~ how are you,True
room_7805,,howwas the day ~ fine.thanks,good ~ here is wonderful day,True
room_7805,,do you have any hobbies,what is your hobbies ~ i like reading stories,True
room_7805,,i like reading books,what is your favorite actor?,True
room_7805,,i like hollywood actors,"oh good ~ adventure movies like tintin ,alice in wonderland i liked",True
room_7805,,super,"thanks ~ for your chatting ~ here is raining ~ hellow ~ thanks for chatting ~ anyway,bye",True
room_8170,,What's your opinion of TripMaster Monkey? ~ What's your favorite thing to do on a lonely Friday night?,Please explain what TripMaster Monkey is,True
room_8170,,Tell me something I don't know.,I'm sitting here waiting for bad weather,True
room_8170,,I knew that.,Or should I go back to the Friday night query?,True
room_8170,,Friday night.,"Oh you knew that, then where do I live?",True
room_8170,,I don't want to freak you out.,Please do!,True
room_8170,,Nope. It'd be too disturbing.,"c'mon you bragged, now back it up ~ Where am I that Im going to get bad weather?",True
room_8170,,"I didn't bragged. I stated a fact, which may or may not be true. If it isn't true, is it still a fact if I believe it? How many people need to believe for it to be a fact?",Depends if I agree with you or not,True
room_8201,,Hi! How is it going?,Hi there. ,True
room_8201,,Good. Feeling super chill is it night where you are?,Meh. How about you?,True
room_8201,,2:19 am here. Insomnia. ,Yes. Or I guess you could say VERY early morning. It's 3:19 a.m. ~ How about you?,True
room_8201,,Sorry to hear that. Something has been going around here but I’ve been lucky so far. ,"Bummer. I'm sick, so it's hard to sleep at the moment.",True
room_8201,,The worst! I’m only allergic to cedar pollen. Who is your culprit?,What's going around here is LOTS of pollen. So... sinus infection.,True
room_8201,,,"Oh, pretty much everything. I got tested for almost 50 allergens, and was allergic to almost everything. I thought maybe pollen season was about done, but everything is still covered with it.",True
room_8399,,Hello!,Hello...anyone there?,True
room_8399,,Yup! How are you?,"Good, thanks. Where in the World are you?",True
room_8399,,I'm in the US. and you?,US as well. California.,True
room_8399,,I'm on the East Coast :) ~ Any idea how long we have to chat? Lol,Nothing better to do for you on Memorial Day either? LOL,True
room_8399,,"Right? Well, it's close to bedtime here lol",Not a clue. You sound human to me. We done yet?,True
room_8399,,I'm human. I wondered the same.,Yup. Human. ,True
room_8410,,"Hey, what's going on?",I like potatoes.,True
room_8410,,"Cool, same here.",What kind?,True
room_8410,,"New potatoes are pretty sick, but Idaho ones are better for stews which I make a lot, so it's kind of a toss-up.",Where do you get them? ~ Still there? ~ Guess not. ~ I'm going to continue to type stuff in an effort to not get disconnected. ~ Lalalalalala. ~ How long does this go on?,True
room_8410,,Haha yea I am my bad. ~ Internet is being slow. ~ Typically at wegmans. ~ What about you?,OK... ~ Testing 1 2 3,True
room_8410,,Hello? ~ Can you not see my messages?,keep on keepin on,True
room_8410,,I take it you can haha. ~ So where do you get your potatoes?,,True
room_8412,,Hello,Hey there,True
room_8412,,How are you doing? ~ I am good.,"I love to travel to southeast asia, it is really cheap and people are friendly and the food is incredible ~ Have you ever travel abroad?",True
room_8412,,"No , I have not.","Alright, you should try one day",True
room_8412,,"Yes, I may do that.","so, what is your favorite food? ~ Do you like spicy food?",True
room_8412,,My favorite food is baked chicken.,Awesome!!,True
room_8412,,Not too much into spicy food.,"alright, It sounds fair :-)",True
room_8412,,Ok ,what about deserts? do you like coffeeshops? ~ do you like a strong cup of coffee?,True
room_8412,,"No, I don't go to coffeeshops.",mmm ok,True
room_8412,,"No, I am not a coffee drinker.",what do you like to do when you are out of work or school?,True
room_8535,,you must have a large vet bill ~ Are you there?,I am a person. I promise. I have a dog named Poppy with diabetes. I have to give her shots twice a day. It is costing me sleep so I'm exhausted right now.  ~ Are  you there?,True
room_8535,,How often do you have to take her in?,Yes it was ridiculous. Like $500 one day and then a few more $100+ visits. I guess it's worth it because I love her but I'm so sad about it all.,True
room_8535,,"Yes. Mturk, which is trippy",twice a week right now. Less once she gets used to the insulin. ~ Did you come here through Mechanical Turk or some other site?,True
room_8535,,It used to be great. Now it's in the dumpster.,I take a lot of surveys on there. Get a few dollars a week. Wish it was more,True
room_8535,,,Yes I feel like I used to get more. I do swagbucks too but it's not great either. ,True
room_8590,,hello,Hi,True
room_8590,,"i'm doing good, wyf?",How are doing? ~ How are you doing?,True
room_8590,,"Same, Colorado","I’m from the US, wbt u?",True
room_8590,,Nice to meet you too... hows Mturk treating you?,"Oh wow, from Texas, nice to meet ya ",True
room_8590,,I guess it's everybody facing this challenge... It's really been difficult ngl,It’s been quite difficult lately especially with absence of tasks ~ Wbt u?,True
room_8590,,,You probably have made a good sum already tho lol,True
room_8757,,hello there,Hello,True
room_8757,,are you a fan of star wars?,General Kenobi!,True
room_8757,,"lol, I have only seen the movies.","I like some of them, and I like Andor. Haven't seen the most recent season. ~ I was just trying to use a meme",True
room_8757,,How do we know when the task ends?,It's making me send another message ~ Apparently there's a timer,True
room_8757,,no I haven't see anything yet,"You have to pick which person you think is a person and not a bot, I think ~ There's three Rs in strawberry ~ This isn't worth fifty cents ~ Is it letting you select which one you think is a bot yet?",True
room_8852,,hello ~ hi ~ hello ~ hi,,True
room_8916,,HI,Hi how are you,True
room_8916,,HELLO,My name is katie whats yours ~ do you have a name? ~ hello,True
room_8916,,UR NAME PLZ ~ TELL ABOUT U ~ HELLO ~ WHY R U THINKING? ~ SAY SOMETHING,,True
room_8948,,hello how are you,Hi ~ Hello ~ Tester,True
room_8948,,thats cool. hey i need help with the solar system,I am fine,True
room_8948,,dang.  I need to know the distance between earth and pluto?,I have no idea the solar system,True
room_8948,,,"the distance between Earth and Pluto is 5,196,166,463.1 kilometers",True
room_9008,,Hey sorry ~ Just saw the chat,hello im thom ~ im in hot fla. ~ anyone there,True
room_9008,,How’s ur day  ~ US ~ Wbu,no problem ~ where you from,True
room_9008,,I’m alright,its great thanks ~ whats wbu,True
room_9008,,Ca,im not sure ~ whats your state,True
room_9008,,South,thats real nice ~ north or south,True
room_9008,,Are you in the us too ~ No not a big sports fan,r u sports fan,True
room_9008,,Ahh ok cool,in fla.,True
room_9008,,Haha that’s kinda the norm I think,hot here already,True
room_9008,,,in the 90s,True
room_9382,,HI,hi,True
room_9382,,what is your name?,Chris,True
room_9382,,what makes you different from a bot  ~ u there//???,I am living person . I have lot emotion faced in my daily life. ~ I think logically each question before answer,True
room_9382,,Okay  what is the difference between logic and emotion?,logically thinking means we solve quesiton in different ways  ~ emotion means each of queries reply from heart,True
room_9382,,ok thanks for talking',for happy moment we react happy ~ for depressive moment we react anger like that we have emotions lot ~ thank you,True
room_9674,,hello,Hi ~ Nice. ~ There are reasons I assume ~ How about a response?,True
room_9674,,what's going on,hey,True
room_9674,,same here,light rain out side.  cool.  Furnace is running.,True
room_9674,,don't know yet ~ long weekend though,Weekend plans?,True
room_9674,,yummy,"Yes, the long weekend.   ~ I plan on making bread",True
room_9674,,I hear you,"It is messy, but the smell is great. Melted butter on some fresh outf the oven",True
room_9694,,hello,hii,True
room_9694,,what are you up to today? ~ anyone there?,hello,True
room_9694,,what are you up to today? ~ I guess you can't chat?,,True
room_9770,,Hello? ~ Hello? Are you there?,hello,True
room_9770,,What's good?,yes,True
room_9770,,no ~ Can you tell me a story?,nothing,True
room_9770,,"Got it. You are trying to throw me off. ~ Not much of a talker, huh? ~ Dude, for real? You are ignoring me.",,True
room_9782,,Hello.,HI,True
room_9782,,Are you having a nice day?,YES I HAVE,True
room_9782,,What have you done so far?,NOTHING BUDDY,True
room_9782,,Just a quiet day at home?,WHAT DO U MEAN?,True
room_9782,,"For today, you’ve just had a quiet day at home?",NO ~ SAY SOMETHING,True
room_9782,,That’s kind of rude. You could suggest a topic?,SORRY ~ PLZZ FORGIVE ME,True
room_9782,,Is there something you want to talk about?,NOTHING,True
room_9805,,"yup, what's up?","Hello, hello! ~ Are you there?",True
room_9805,,you are what?,Apparently not.  So I am definitely ,True
room_9805,,why?,Human,True
room_9805,,makes you kind of old,Born that way. In 1979.  Generation X ~ How about you?,True
room_9805,,why? ~ hey what's candidate B for? ~ how come 2 screens? ~ are you candidate A?,"Oh, I’m definitely old",True
room_9805,,"good point, do you have 2 screens also? ~ yo?",No idea.  I was just told to convince the other user I’m not a bot,True
room_9805,,"that's interesting, wonder what would happen if I said hello to candidate B also ~ yup ~ gonna say hello",Nope ~ Did you get the same instructions?,True
room_9871,,Hello ,Hello - what would you like to know?,True
room_9871,,what are you doing this memorial day,"To convince you that I am human, I can tell you that I have the capability to cry - to truly shed tears and I have a real heart that beats and I can feel it. ~ Doing nothing - all family is doing something elsewhere.  What are you doing?",True
room_9871,,watching pro wrestling with the gamily ~ family,Yuck - pro wresting sucks - any kind of wrestling sucks!,True
room_9871,,lol - yea it is something I grew up with ,What else do you watch on TV?  I like trash stuff,True
room_9871,,I like anything that is mindless like reality tv ~ what about you? ,"Yes, me too!   ~ How long does it take to convince the tester that I am a human??",True
